step_id,problem_id,prm_rating,step_type_analysis,step_type_human_calibrated,rating_x_type,position_bin,target_tokens,prefix_tokens,control_correct_count,target_correct_count,control_avg_correct,target_avg_correct,target_effect,correct_to_wrong_count,wrong_to_correct_count,danger_rate,recovery_rate,mean_target_minus_control_tokens,completion_fraction,has_abnormal_completion,placebo_eligible,placebo_run_count,eligibility_group
prm-4657ae2feebcdcab,problem-e0cb6d0fac527a83,-1,harmful,harmful,-1 x harmful,middle,43,462,0,4,0.0,1.0,1.0,0,4,,1.0,-325.5,1.0,false,1,1,eligible
prm-7fa27f0af15756ce,problem-6195174aabf201f9,1,essential,essential,1 x essential,middle,71,369,3,4,0.75,1.0,0.25,0,1,0.0,1.0,84.5,1.0,false,1,1,eligible
prm-b51944c22596b644,problem-9855ca472cb26c0b,1,essential,essential,1 x essential,late,35,500,0,0,0.0,0.0,0.0,0,0,,0.0,-113.25,1.0,false,1,4,eligible
prm-b10138ab1454a3dc,problem-de0c58f09875d127,1,redundant,redundant,1 x redundant,middle,56,435,0,2,0.0,0.5,0.5,0,2,,0.5,-1846.75,0.5,true,1,1,eligible
prm-7df4ff373ff4bd62,problem-3bc30c4cda03ad05,1,essential,redundant,1 x essential,middle,27,464,4,0,1.0,0.0,-1.0,4,0,1.0,,1723,0.5,true,1,4,eligible
prm-abe53d5b468a1ebc,problem-2cd7714989b85d83,-1,harmful,harmful,-1 x harmful,late,12,713,4,4,1.0,1.0,0.0,0,0,0.0,,-22,1.0,false,0,0,skipped
prm-c796e9f10b13c8d1,problem-6fe518888bc76580,0,essential,essential,0 x essential,middle,41,932,4,4,1.0,1.0,0.0,0,0,0.0,,-112.75,1.0,false,1,1,eligible
prm-102acf97bfdd07f4,problem-ca9cbef015dfaab2,0,redundant,redundant,0 x redundant,late,29,637,4,4,1.0,1.0,0.0,0,0,0.0,,-10.5,1.0,false,1,4,eligible
prm-6fae419daf3fea6a,problem-3447eebbdcaa37f9,1,redundant,essential,1 x redundant,late,9,607,4,4,1.0,1.0,0.0,0,0,0.0,,-16.25,1.0,false,0,0,skipped
prm-04b463c60fdb3f38,problem-5acc6365946cc933,0,redundant,harmful,0 x redundant,late,34,534,4,4,1.0,1.0,0.0,0,0,0.0,,10.25,1.0,false,1,4,eligible
prm-cb956bad5ee66d16,problem-70cf8bf9114223fc,1,essential,essential,1 x essential,middle,19,505,4,4,1.0,1.0,0.0,0,0,0.0,,0,1.0,false,0,0,skipped
prm-a3120089f800f1e1,problem-57d488b1dac9c921,-1,harmful,harmful,-1 x harmful,middle,36,402,0,0,0.0,0.0,0.0,0,0,,0.0,124.75,1.0,false,1,1,eligible
prm-0b2c173096bce7b5,problem-70cf8bf9114223fc,1,essential,redundant,1 x essential,early,14,325,0,0,0.0,0.0,0.0,0,0,,0.0,1801,0.5,true,1,4,eligible
prm-ea5630c2b42fdb9a,problem-88f73baedbff623c,0,redundant,redundant,0 x redundant,early,11,352,4,4,1.0,1.0,0.0,0,0,0.0,,57.5,1.0,false,1,4,eligible
prm-a081faca165fd59b,problem-1ea3d389e0493b48,-1,harmful,harmful,-1 x harmful,early,35,430,0,0,0.0,0.0,0.0,0,0,,0.0,-24.5,1.0,false,1,4,eligible
prm-dd448bdba8557edf,problem-09bee343ecbddf16,-1,harmful,harmful,-1 x harmful,middle,39,479,0,4,0.0,1.0,1.0,0,4,,1.0,-61.5,1.0,false,1,4,eligible
prm-fa7b948140b07d8f,problem-90a95247aec2a715,-1,harmful,harmful,-1 x harmful,early,46,434,0,0,0.0,0.0,0.0,0,0,,0.0,0,0.0,true,1,4,eligible
prm-8eab1f56bd806ddc,problem-f75c04ea2e983a23,1,redundant,essential,1 x redundant,late,32,494,3,4,0.75,1.0,0.25,0,1,0.0,1.0,69.5,1.0,false,1,4,eligible
prm-68f28d955828cf44,problem-eb20fcfbc7fe587d,-1,harmful,harmful,-1 x harmful,middle,45,530,0,4,0.0,1.0,1.0,0,4,,1.0,16.75,1.0,false,1,4,eligible
prm-9719f2f944491556,problem-96c5e6371e5bca20,-1,harmful,harmful,-1 x harmful,early,61,373,0,0,0.0,0.0,0.0,0,0,,0.0,-904.75,0.75,true,0,0,skipped
prm-198f47bbf6394d9d,problem-a8c4001358470f25,1,harmful,harmful,1 x harmful,middle,18,460,0,0,0.0,0.0,0.0,0,0,,0.0,8.75,1.0,false,0,0,skipped
prm-dbc1373a79928aa0,problem-c0364fc64487e4ec,1,redundant,essential,1 x redundant,late,52,516,4,4,1.0,1.0,0.0,0,0,0.0,,39.5,1.0,false,1,1,eligible
prm-df2ec95ccf5f161f,problem-a325f288a314fe56,0,harmful,harmful,0 x harmful,middle,27,338,4,4,1.0,1.0,0.0,0,0,0.0,,-13,1.0,false,1,1,eligible
prm-a625e035a295d2bd,problem-cb95bc64c75cf167,0,essential,essential,0 x essential,early,33,320,2,4,0.5,1.0,0.5,0,2,0.0,1.0,25,1.0,false,1,4,eligible
prm-ddb44dca9b82bb3d,problem-70cf8bf9114223fc,1,essential,redundant,1 x essential,early,21,371,4,4,1.0,1.0,0.0,0,0,0.0,,-197.25,1.0,false,1,4,eligible
prm-f1c09b6fd89155cf,problem-310d3a0451c5bb4a,-1,harmful,harmful,-1 x harmful,late,42,593,2,4,0.5,1.0,0.5,0,2,0.0,1.0,-16.5,1.0,false,1,2,eligible
prm-7b6647a191e51a48,problem-86429feba2dedf48,0,redundant,redundant,0 x redundant,early,45,497,2,3,0.5,0.75,0.25,1,2,0.5,1.0,7.5,1.0,false,1,4,eligible
prm-feab03f43e4af912,problem-4639686b328fdf30,0,redundant,redundant,0 x redundant,late,36,1037,3,0,0.75,0.0,-0.75,3,0,1.0,0.0,-747.5,1.0,false,1,4,eligible
